employee_id,gender,age,education,recruitment_channel,length_of_service
49357,Female,28,Bachelors,sourcing,6
8055,Male,31,Masters & above,sourcing,3
250,Female,34,Masters & above,sourcing,2
52455,Male,40,Masters & above,sourcing,11
34476,Female,29,Bachelors,other,1
57245,Male,48,Masters & above,sourcing,6
38438,Female,28,Bachelors,other,4
40483,Male,32,Bachelors,other,6
21933,Male,39,Bachelors,sourcing,5
37220,Male,38,Masters & above,other,5
67182,Female,36,Bachelors,other,4
1550,Male,33,Bachelors,other,4
75294,Female,30,Bachelors,referred,4
52384,Female,54,Masters & above,sourcing,3
43591,Male,31,Bachelors,other,3
38830,Male,27,Bachelors,other,3
60200,Female,29,Bachelors,other,4
13483,Male,25,Bachelors,other,1
62918,Male,35,Masters & above,sourcing,10
15149,Male,46,Bachelors,other,18
4958,Male,24,Bachelors,sourcing,2
53296,Female,49,Bachelors,sourcing,4
27541,Male,38,Bachelors,other,5
12682,Male,25,Bachelors,sourcing,2
28977,Female,31,Bachelors,sourcing,5
42675,Male,28,Bachelors,other,3
1932,Male,41,Masters & above,other,13
12624,Male,33,Bachelors,other,7
60174,Female,35,Bachelors,sourcing,2
39196,Male,56,Bachelors,other,13
36879,Female,28,Bachelors,other,2
23517,Female,26,Bachelors,sourcing,3
27427,Male,45,Masters & above,sourcing,17
69113,Male,35,Masters & above,other,9
7831,Male,31,Bachelors,other,5
63167,Male,44,Masters & above,other,5
73629,Female,29,Bachelors,referred,4
40301,Male,53,Masters & above,sourcing,23
15957,Male,28,Bachelors,other,3
53578,Female,59,Bachelors,other,18
375,Male,40,Masters & above,sourcing,5
45263,Male,26,Bachelors,other,2
42859,Male,30,Bachelors,sourcing,6
20751,Male,39,Bachelors,sourcing,8
69243,Male,38,Bachelors,sourcing,6
7926,Male,32,Bachelors,other,2
29931,Male,40,Bachelors,sourcing,6
71477,Male,32,Bachelors,other,7
35954,Male,28,Bachelors,other,1
64796,Male,40,Bachelors,other,11
37146,Male,26,Bachelors,other,2
19489,Male,34,Bachelors,other,8
1016,Female,44,Bachelors,other,16
58839,Male,31,Masters & above,other,4
25244,Male,42,Masters & above,other,6
18458,Female,37,Masters & above,other,6
24458,Male,57,Masters & above,other,26
18917,Male,30,Bachelors,sourcing,3
51585,Female,33,Bachelors,sourcing,5
13089,Female,23,Bachelors,other,2
62231,Female,29,Bachelors,sourcing,1
5309,Female,43,Masters & above,other,6
53817,Female,41,Bachelors,other,9
40150,Male,23,Bachelors,sourcing,1
36365,Male,48,Masters & above,sourcing,3
78228,Male,29,Bachelors,other,2
22541,Male,56,Masters & above,other,4
2237,Male,32,Bachelors,other,6
46679,Male,32,Masters & above,other,5
77929,Male,44,Bachelors,sourcing,9
69322,Male,33,Bachelors,other,3
55824,Male,38,Bachelors,other,10
23293,Male,48,Masters & above,sourcing,18
12638,Male,39,Bachelors,other,9
47047,Male,28,Bachelors,other,2
69744,Male,30,Bachelors,sourcing,5
56721,Male,31,Bachelors,other,7
1386,Male,35,Bachelors,other,5
11552,Male,33,Masters & above,sourcing,7
33313,Male,33,Bachelors,other,1
63030,Male,32,Bachelors,sourcing,3
11736,Male,38,Bachelors,other,4
32545,Male,43,Masters & above,sourcing,6
58913,Male,35,Bachelors,other,2
67246,Male,32,Masters & above,other,5
38337,Male,28,Bachelors,other,4
17574,Female,39,Bachelors,other,12
7510,Male,31,Bachelors,sourcing,1
41273,Male,27,Bachelors,sourcing,1
75440,Male,35,Bachelors,other,2
63216,Male,37,Masters & above,sourcing,10
11,Female,39,Masters & above,sourcing,12
59758,Male,28,Bachelors,other,1
55899,Female,43,Bachelors,sourcing,6
65973,Male,33,Bachelors,sourcing,5
11483,Male,52,Masters & above,other,24
52704,Male,30,Bachelors,sourcing,3
2311,Male,27,Bachelors,other,3
68986,Female,32,Bachelors,other,2
25567,Female,34,Bachelors,sourcing,7
49819,Female,30,Bachelors,sourcing,1
23814,Male,57,Masters & above,other,18
54527,Male,32,Masters & above,other,3
7478,Male,31,Bachelors,other,2
4660,Male,29,Bachelors,other,4
6022,Male,33,Bachelors,other,7
46664,Female,39,Masters & above,sourcing,7
12773,Male,36,Masters & above,sourcing,5
1459,Male,29,Bachelors,other,5
65091,Female,29,Bachelors,other,4
2250,Female,38,Bachelors,other,7
27365,Male,29,Bachelors,sourcing,3
26723,Female,32,Masters & above,other,7
38513,Male,38,Bachelors,sourcing,7
65123,Male,28,Bachelors,other,2
47945,Female,39,Bachelors,other,10
43643,Male,37,Bachelors,sourcing,4
54316,Male,33,Bachelors,other,2
59332,Male,33,Bachelors,sourcing,5
62140,Male,33,Bachelors,other,2
3688,Male,29,Bachelors,sourcing,3
75171,Male,39,Masters & above,sourcing,12
63084,Male,26,Bachelors,sourcing,1
54466,Male,35,Bachelors,other,6
75137,Female,28,Bachelors,other,4
73582,Male,36,Masters & above,other,8
15574,Male,34,Bachelors,other,5
31543,Male,46,Bachelors,other,7
73567,Male,43,Masters & above,sourcing,7
24928,Male,30,Masters & above,sourcing,4
76782,Male,38,Bachelors,sourcing,7
45949,Male,33,Bachelors,sourcing,5
57511,Female,36,Bachelors,other,5
22003,Male,27,Bachelors,other,2
61864,Male,38,Masters & above,other,5
50976,Female,40,Bachelors,sourcing,3
21947,Female,49,Bachelors,sourcing,21
20595,Female,30,Bachelors,other,7
29535,Male,33,Bachelors,other,6
6865,Female,30,Bachelors,other,2
39887,Female,28,Bachelors,other,3
52191,Male,31,Masters & above,sourcing,5
24804,Male,30,Bachelors,sourcing,6
59716,Female,32,Bachelors,referred,5
28107,Male,34,Bachelors,sourcing,7
52050,Female,58,Bachelors,sourcing,14
44149,Male,41,Bachelors,sourcing,15
53709,Male,34,Masters & above,other,9
33894,Male,32,Bachelors,other,5
58651,Female,37,Bachelors,other,2
31120,Male,40,Masters & above,other,7
11663,Male,39,Bachelors,sourcing,2
35132,Male,31,Bachelors,other,1
74672,Male,26,Bachelors,other,3
49015,Male,34,Masters & above,other,7
14137,Male,42,Masters & above,other,7
43011,Male,42,Bachelors,other,5
37938,Male,30,Masters & above,other,4
8672,Female,33,Bachelors,sourcing,5
49004,Male,31,Bachelors,sourcing,1
40769,Female,24,Bachelors,sourcing,1
70962,Male,29,Bachelors,other,7
34419,Male,39,Bachelors,other,12
37265,Female,48,Masters & above,other,14
28101,Male,31,Bachelors,other,7
60707,Male,32,Bachelors,sourcing,3
9267,Male,33,Bachelors,other,4
28692,Male,25,Bachelors,other,4
18489,Male,44,Bachelors,other,14
22348,Female,42,Bachelors,sourcing,5
25736,Female,29,Bachelors,other,2
36797,Female,34,Bachelors,sourcing,7
20023,Female,60,Bachelors,sourcing,14
34145,Female,30,Bachelors,other,7
50521,Male,43,Masters & above,other,5
47206,Male,31,Bachelors,other,2
67319,Male,39,Bachelors,sourcing,12
74588,Male,31,Bachelors,other,8
7040,Female,29,Bachelors,other,2
55193,Male,35,Masters & above,other,4
78043,Female,42,Masters & above,other,14
67258,Female,27,Bachelors,sourcing,6
19180,Male,29,Bachelors,other,5
50718,Male,44,Bachelors,sourcing,2
7013,Male,31,Bachelors,sourcing,6
28267,Male,32,Bachelors,sourcing,6
64883,Male,26,Bachelors,other,3
73233,Male,33,Bachelors,sourcing,9
71001,Male,37,Bachelors,other,4
77933,Male,51,Bachelors,other,10
61789,Male,23,Below Secondary,other,1
590,Female,28,Bachelors,other,1
63617,Male,33,Masters & above,sourcing,9
49374,Male,35,Masters & above,other,7
55664,Male,33,Bachelors,sourcing,7
72639,Male,53,Bachelors,sourcing,5
8857,Male,42,Bachelors,other,9
49604,Male,27,Bachelors,sourcing,4
28356,Male,34,Masters & above,other,5
74889,Male,34,Bachelors,other,3
74347,Female,41,Bachelors,other,3
27776,Female,60,Bachelors,sourcing,17
72207,Female,38,Bachelors,other,12
23387,Male,44,Masters & above,sourcing,15
28371,Male,47,Bachelors,sourcing,12
4821,Male,52,Bachelors,other,20
72040,Male,30,Bachelors,sourcing,3
3899,Male,28,Bachelors,other,5
17731,Female,30,Bachelors,other,6
40506,Male,52,Bachelors,other,18
71756,Male,23,Bachelors,sourcing,2
24079,Female,29,Bachelors,other,2
8195,Male,33,Bachelors,other,3
45482,Male,33,Bachelors,other,6
40535,Male,25,Bachelors,sourcing,2
55952,Male,56,Masters & above,other,3
75428,Male,34,Masters & above,referred,8
50470,Male,34,Masters & above,other,3
61081,Female,31,Bachelors,sourcing,7
64620,Male,44,Masters & above,other,17
56549,Female,35,Bachelors,sourcing,3
36514,Male,21,Bachelors,sourcing,2
49533,Female,28,Bachelors,other,5
57762,Female,35,Masters & above,sourcing,7
44424,Female,35,Masters & above,other,9
1120,Male,35,Bachelors,sourcing,7
70804,Female,35,Masters & above,sourcing,8
71382,Male,29,Bachelors,sourcing,1
36747,Male,33,Bachelors,other,4
11160,Female,34,Bachelors,sourcing,7
26811,Male,40,Bachelors,sourcing,4
39480,Female,30,Bachelors,other,6
14264,Male,37,Masters & above,sourcing,4
2030,Female,33,Bachelors,sourcing,4
38938,Female,29,Bachelors,other,2
32290,Female,29,Bachelors,sourcing,2
32173,Female,33,Bachelors,sourcing,9
64728,Male,27,Bachelors,sourcing,4
16415,Female,33,Bachelors,sourcing,7
5136,Male,29,Bachelors,other,3
3084,Female,27,Bachelors,sourcing,1
61607,Female,31,Bachelors,sourcing,7
23628,Female,47,Bachelors,sourcing,15
65259,Female,35,Masters & above,sourcing,7
6589,Male,37,Bachelors,other,9
73496,Female,33,Bachelors,sourcing,5
22459,Female,31,Bachelors,other,7
64181,Male,31,Bachelors,other,4
57912,Female,31,Masters & above,other,4
34573,Male,27,Bachelors,referred,3
21660,Male,32,Bachelors,sourcing,10
76064,Male,36,Masters & above,sourcing,10
19664,Male,29,Bachelors,other,1
4732,Male,31,Bachelors,other,5
50616,Male,30,Bachelors,sourcing,2
71474,Male,26,Bachelors,sourcing,5
24161,Female,43,Bachelors,other,12
4948,Male,26,Bachelors,other,4
44993,Male,32,Bachelors,sourcing,4
70781,Male,28,Bachelors,sourcing,2
46783,Male,29,Bachelors,other,5
74908,Male,43,Masters & above,other,17
17552,Male,49,Masters & above,other,4
14864,Male,28,Masters & above,sourcing,4
19102,Male,58,Masters & above,sourcing,30
55342,Male,40,Masters & above,sourcing,9
610,Male,26,Bachelors,other,3
32517,Male,31,Bachelors,sourcing,1
11621,Female,50,Masters & above,other,15
31239,Male,31,Masters & above,sourcing,4
74090,Male,28,Bachelors,sourcing,4
71269,Male,28,Bachelors,other,5
41131,Male,49,Bachelors,other,19
19064,Female,30,Bachelors,other,2
47005,Male,28,Bachelors,other,1
19368,Female,33,Bachelors,other,7
32150,Male,36,Bachelors,other,3
66714,Male,32,Masters & above,other,6
47208,Female,38,Bachelors,sourcing,9
43609,Male,29,Bachelors,other,4
43348,Male,30,Bachelors,sourcing,4
72170,Male,48,Bachelors,other,16
6727,Female,50,Masters & above,other,4
2445,Female,42,Bachelors,sourcing,13
71726,Male,34,Masters & above,other,8
26663,Male,45,Masters & above,other,18
8250,Male,39,Bachelors,other,7
67674,Female,32,Bachelors,other,5
75309,Male,25,Below Secondary,sourcing,3
50719,Female,35,Bachelors,other,5
76272,Female,35,Bachelors,other,7
45280,Female,24,Below Secondary,other,2
25709,Female,34,Masters & above,other,9
37708,Male,27,Bachelors,other,2
17048,Female,37,Masters & above,other,8
62168,Male,39,Bachelors,other,9
63603,Male,35,Bachelors,sourcing,10
15632,Male,28,Bachelors,sourcing,2
43556,Male,31,Masters & above,sourcing,6
6142,Female,36,Bachelors,other,8
63,Male,35,Masters & above,sourcing,8
12232,Male,30,Bachelors,other,4
13874,Male,28,Bachelors,other,1
34111,Male,31,Bachelors,other,6
38156,Female,56,Masters & above,other,18
57981,Female,35,Bachelors,other,7
112,Male,53,Masters & above,other,23
52225,Male,27,Bachelors,other,3
55031,Male,32,Bachelors,other,6
54398,Male,33,Masters & above,other,6
64653,Male,33,Bachelors,other,9
29871,Male,45,Masters & above,sourcing,7
7187,Female,39,Masters & above,sourcing,10
48417,Male,29,Bachelors,sourcing,7
31874,Female,31,Bachelors,other,3
54935,Male,27,Bachelors,other,3
62869,Male,37,Bachelors,other,4
47929,Male,40,Bachelors,sourcing,5
10123,Male,31,Bachelors,other,2
22729,Female,43,Bachelors,sourcing,18
9653,Female,59,Masters & above,sourcing,4
14096,Female,25,Bachelors,sourcing,3
68431,Female,29,Bachelors,sourcing,3
66508,Female,54,Masters & above,other,11
12014,Male,33,Bachelors,other,6
38434,Male,22,Bachelors,other,2
68893,Male,37,Bachelors,other,9
2226,Female,36,Bachelors,other,7
16406,Female,32,Masters & above,other,1
2836,Female,33,Masters & above,sourcing,5
24382,Male,41,Bachelors,sourcing,3
32254,Male,34,Bachelors,sourcing,7
34830,Female,31,Bachelors,other,9
41988,Male,39,Bachelors,other,14
58608,Female,48,Masters & above,other,12
5313,Male,41,Masters & above,other,13
20009,Female,37,Bachelors,sourcing,7
72104,Male,36,Masters & above,other,7
69818,Male,32,Bachelors,sourcing,5
41851,Male,36,Masters & above,other,5
37084,Male,37,Bachelors,sourcing,9
64672,Female,41,Masters & above,other,9
69324,Male,30,Bachelors,other,6
23324,Female,30,Bachelors,sourcing,3
57805,Female,38,Masters & above,other,2
42667,Male,25,Bachelors,other,3
25721,Male,30,Bachelors,other,3
73457,Male,42,Bachelors,sourcing,7
67564,Female,49,Bachelors,other,8
29275,Female,47,Masters & above,other,3
74400,Male,28,Bachelors,sourcing,4
65205,Male,55,Masters & above,other,17
57349,Male,41,Masters & above,other,10
19465,Female,27,Bachelors,other,6
16940,Male,30,Bachelors,other,8
36243,Male,36,Bachelors,sourcing,4
24522,Male,38,Bachelors,other,7
44470,Male,29,Bachelors,other,7
50116,Male,33,Bachelors,sourcing,10
62871,Male,41,Bachelors,sourcing,7
10820,Female,31,Bachelors,referred,2
15669,Female,30,Masters & above,sourcing,5
74059,Male,42,Bachelors,sourcing,12
65536,Male,30,Bachelors,other,5
17312,Male,28,Bachelors,other,3
44945,Male,34,Masters & above,other,6
30668,Female,40,Bachelors,sourcing,4
2232,Male,29,Bachelors,sourcing,2
26510,Male,25,Below Secondary,referred,1
50835,Male,37,Bachelors,sourcing,5
1789,Female,25,Bachelors,sourcing,3
26394,Male,29,Bachelors,sourcing,2
11631,Male,35,Masters & above,sourcing,3
20547,Male,32,Bachelors,sourcing,4
36088,Male,31,Bachelors,sourcing,2
31620,Male,28,Bachelors,sourcing,1
33100,Male,27,Below Secondary,other,3
24130,Male,50,Masters & above,other,23
28407,Female,30,Masters & above,other,5
19205,Male,56,Masters & above,other,6
7273,Female,42,Bachelors,sourcing,7
74390,Female,26,Bachelors,sourcing,3
49749,Female,36,Masters & above,sourcing,4
34530,Male,40,Masters & above,other,3
72970,Female,54,Bachelors,sourcing,17
23051,Male,45,Masters & above,sourcing,17
18684,Male,27,Bachelors,other,2
58192,Female,40,Masters & above,other,10
76217,Male,43,Masters & above,other,16
47302,Male,27,Bachelors,sourcing,3
76924,Male,40,Masters & above,other,11
35456,Female,60,Bachelors,other,16
66546,Male,51,Masters & above,sourcing,3
66453,Female,27,Bachelors,other,2
51821,Male,39,Masters & above,other,7
7918,Female,31,Bachelors,other,6
74471,Male,29,Bachelors,other,2
42787,Male,31,Bachelors,sourcing,4
73867,Female,33,Bachelors,sourcing,3
71267,Male,32,Bachelors,sourcing,5
36264,Male,48,Bachelors,other,16
22231,Male,46,Bachelors,other,5
48996,Male,27,Bachelors,sourcing,4
8578,Male,30,Bachelors,other,3
10146,Female,36,Masters & above,other,9
73612,Male,28,Bachelors,sourcing,1
60362,Male,26,Bachelors,other,4
1015,Male,40,Masters & above,other,10
70591,Male,32,Bachelors,other,7
34673,Female,55,Bachelors,other,10
38976,Female,51,Masters & above,sourcing,9
42635,Male,29,Bachelors,other,1
50956,Male,32,Bachelors,other,4
54539,Male,39,Bachelors,sourcing,3
26857,Male,32,Bachelors,other,7
49907,Female,32,Bachelors,sourcing,2
30075,Female,31,Bachelors,other,5
33645,Male,48,Bachelors,sourcing,8
45307,Male,43,Bachelors,sourcing,13
1074,Male,31,Bachelors,other,6
6473,Male,46,Masters & above,other,17
23999,Female,27,Bachelors,sourcing,3
11668,Male,27,Bachelors,sourcing,2
9037,Male,58,Masters & above,other,4
48661,Male,31,Masters & above,other,4
16634,Female,29,Bachelors,referred,4
68050,Male,34,Bachelors,other,8
70144,Female,51,Bachelors,other,12
2157,Male,33,Bachelors,sourcing,4
22926,Male,60,Bachelors,sourcing,8
10537,Male,32,Bachelors,other,4
24572,Male,38,Masters & above,sourcing,4
49812,Female,32,Masters & above,sourcing,6
5738,Male,44,Masters & above,sourcing,14
58936,Female,31,Masters & above,sourcing,4
13843,Male,36,Masters & above,other,8
41100,Female,39,Bachelors,other,7
31643,Male,30,Bachelors,sourcing,4
52943,Female,26,Bachelors,other,4
74020,Female,32,Bachelors,sourcing,6
75207,Female,20,Below Secondary,other,2
64447,Female,27,Bachelors,other,4
46128,Male,54,Masters & above,sourcing,5
41135,Male,32,Bachelors,other,6
40544,Male,48,Masters & above,other,9
60769,Male,36,Bachelors,other,4
31078,Male,30,Bachelors,other,6
21589,Male,25,Bachelors,other,1
50700,Male,38,Bachelors,sourcing,4
73884,Female,37,Masters & above,sourcing,2
54698,Male,32,Masters & above,other,3
1722,Male,36,Masters & above,sourcing,6
63993,Male,34,Bachelors,other,7
37159,Female,35,Masters & above,other,6
55596,Female,32,Bachelors,other,5
16672,Male,30,Bachelors,sourcing,2
45212,Female,39,Masters & above,other,2
6525,Female,40,Bachelors,other,4
34568,Female,43,Bachelors,other,3
41933,Female,31,Bachelors,referred,6
77903,Male,27,Bachelors,other,1
68287,Female,26,Bachelors,other,4
9583,Male,40,Masters & above,other,4
71285,Male,36,Masters & above,referred,7
21765,Male,30,Bachelors,sourcing,5
55361,Female,31,Masters & above,sourcing,4
6049,Male,26,Bachelors,sourcing,1
76484,Male,26,Bachelors,sourcing,1
73770,Male,23,Bachelors,other,1
49404,Female,39,Bachelors,sourcing,8
48704,Male,28,Bachelors,other,1
62936,Male,27,Bachelors,other,5
46104,Male,53,Bachelors,other,27
47768,Female,28,Bachelors,sourcing,5
49936,Female,27,Bachelors,other,1
52605,Female,30,Masters & above,sourcing,3
5166,Female,38,Bachelors,other,5
26062,Male,38,Bachelors,other,2
25394,Male,41,Masters & above,other,7
16969,Male,34,Bachelors,referred,7
32485,Female,37,Bachelors,other,10
39926,Male,30,Bachelors,other,2
1802,Male,31,Bachelors,other,2
57821,Male,34,Masters & above,other,3
25004,Male,32,Bachelors,sourcing,3
21099,Male,27,Bachelors,other,1
27305,Male,43,Masters & above,other,7
44404,Male,36,Masters & above,referred,5
37950,Male,29,Bachelors,other,1
15249,Male,28,Bachelors,sourcing,4
47319,Female,42,Masters & above,sourcing,6
55324,Male,32,Bachelors,other,6
25135,Male,30,Bachelors,other,6
73453,Male,50,Bachelors,other,7
21642,Male,36,Bachelors,sourcing,7
40573,Male,42,Masters & above,sourcing,12
74093,Male,47,Masters & above,other,18
26815,Female,40,Masters & above,other,6
43051,Female,29,Bachelors,other,5
49771,Male,42,Bachelors,other,12
4841,Female,31,Bachelors,sourcing,7
12158,Male,38,Bachelors,other,12
68924,Male,37,Masters & above,other,3
51032,Female,36,Masters & above,other,9
56507,Male,32,Bachelors,sourcing,5
67444,Male,32,Bachelors,other,3
64819,Female,33,Bachelors,sourcing,5
28546,Male,28,Bachelors,other,4
45668,Male,29,Masters & above,other,6
27661,Male,29,Bachelors,other,2
66390,Female,50,Bachelors,other,4
5606,Male,30,Bachelors,sourcing,3
11879,Male,33,Bachelors,other,8
13997,Male,33,Bachelors,sourcing,5
25874,Male,29,Bachelors,other,5
70656,Male,58,Masters & above,sourcing,17
50640,Male,30,Bachelors,sourcing,3
58957,Female,31,Bachelors,other,6
24153,Male,26,Bachelors,other,1
20914,Male,57,Masters & above,other,6
11593,Male,38,Masters & above,sourcing,12
69303,Male,33,Bachelors,other,7
1970,Male,49,Bachelors,sourcing,6
23321,Female,35,Bachelors,other,10
22956,Female,25,Below Secondary,sourcing,4
29024,Male,28,Bachelors,sourcing,5
20465,Female,32,Masters & above,sourcing,5
9961,Male,28,Below Secondary,sourcing,2
74794,Male,39,Bachelors,other,10
42583,Female,30,Bachelors,other,4
60955,Male,30,Bachelors,other,3
52125,Male,51,Bachelors,other,9
11204,Male,46,Bachelors,sourcing,14
76886,Male,34,Masters & above,sourcing,6
20597,Male,24,Below Secondary,other,2
60243,Male,32,Bachelors,other,4
24905,Female,36,Bachelors,sourcing,8
30115,Male,49,Masters & above,other,13
53287,Male,38,Masters & above,other,6
4656,Female,31,Bachelors,sourcing,6
4531,Male,58,Bachelors,sourcing,7
54120,Female,30,Bachelors,other,4
30129,Female,31,Masters & above,sourcing,2
9201,Female,29,Bachelors,other,3
35058,Male,35,Bachelors,sourcing,3
54451,Female,57,Masters & above,other,14
32679,Female,38,Bachelors,sourcing,9
58542,Male,36,Bachelors,sourcing,3
29553,Male,30,Bachelors,other,6
35653,Male,22,Bachelors,sourcing,1
68130,Male,34,Masters & above,sourcing,8
40899,Female,34,Bachelors,other,6
10573,Male,35,Bachelors,other,5
73011,Male,41,Bachelors,sourcing,12
68853,Female,31,Bachelors,sourcing,4
71676,Male,28,Bachelors,other,2
70022,Male,32,Masters & above,sourcing,10
21672,Female,40,Masters & above,other,9
31316,Male,43,Masters & above,sourcing,9
11671,Male,33,Bachelors,sourcing,8
74605,Female,29,Bachelors,other,4
35014,Male,40,Masters & above,other,10
13923,Male,34,Bachelors,sourcing,3
52135,Female,34,Bachelors,other,8
31781,Male,44,Masters & above,other,4
7916,Female,33,Masters & above,other,7
11395,Male,27,Bachelors,other,3
8124,Male,27,Bachelors,other,6
25425,Male,46,Masters & above,sourcing,7
24908,Male,33,Bachelors,other,8
6888,Female,30,Bachelors,sourcing,2
23923,Male,29,Bachelors,sourcing,1
13381,Female,31,Bachelors,other,4
2198,Male,26,Bachelors,sourcing,1
41372,Male,44,Masters & above,sourcing,10
39952,Male,32,Masters & above,sourcing,7
8918,Male,40,Bachelors,sourcing,14
57648,Male,20,Bachelors,sourcing,2
11410,Male,30,Bachelors,sourcing,5
64587,Female,35,Masters & above,other,5
42292,Male,29,Bachelors,sourcing,3
29088,Male,35,Bachelors,sourcing,3
4299,Male,24,Bachelors,other,1
4652,Male,41,Bachelors,other,4
61511,Female,27,Bachelors,other,3
41638,Male,56,Bachelors,other,14
66251,Male,26,Bachelors,other,3
25334,Male,45,Bachelors,other,11
1003,Male,39,Masters & above,other,8
72311,Female,26,Bachelors,sourcing,4
19997,Male,41,Masters & above,sourcing,4
41784,Male,37,Bachelors,sourcing,7
53338,Male,25,Bachelors,referred,2
64418,Male,36,Bachelors,sourcing,6
7812,Male,35,Bachelors,sourcing,7
18096,Female,24,Bachelors,sourcing,1
11098,Female,37,Bachelors,sourcing,5
77396,Male,26,Bachelors,referred,3
46726,Male,31,Masters & above,other,4
3052,Male,28,Bachelors,other,1
49204,Male,31,Bachelors,sourcing,6
14794,Male,29,Bachelors,other,4
41534,Female,40,Masters & above,sourcing,9
59632,Male,32,Bachelors,sourcing,1
71828,Male,27,Bachelors,sourcing,5
4533,Male,21,Bachelors,sourcing,2
44515,Male,32,Bachelors,other,3
75676,Male,27,Bachelors,sourcing,3
7534,Female,34,Bachelors,other,3
9894,Male,40,Masters & above,other,7
34254,Male,54,Bachelors,other,23
27002,Male,23,Bachelors,sourcing,1
17460,Male,49,Masters & above,sourcing,5
35837,Male,31,Bachelors,other,7
39916,Male,38,Masters & above,other,3
60271,Female,27,Bachelors,sourcing,4
29246,Male,33,Bachelors,other,8
25715,Female,28,Bachelors,other,1
15708,Male,39,Bachelors,sourcing,8
28067,Male,37,Masters & above,sourcing,4
19082,Female,34,Bachelors,sourcing,8
69269,Male,29,Bachelors,other,6
56797,Male,37,Bachelors,sourcing,3
62529,Male,31,Bachelors,other,7
34256,Male,33,Bachelors,sourcing,6
29141,Male,39,Bachelors,other,8
14416,Male,44,Masters & above,sourcing,3
36683,Male,28,Bachelors,other,2
36713,Female,45,Bachelors,other,10
29762,Male,31,Bachelors,other,3
19580,Male,31,Masters & above,other,1
15561,Female,34,Bachelors,other,9
51986,Female,47,Bachelors,sourcing,20
10212,Female,49,Masters & above,sourcing,16
22982,Male,59,Masters & above,other,3
59669,Female,54,Bachelors,sourcing,9
16144,Male,30,Bachelors,other,2
11116,Male,38,Bachelors,sourcing,9
19558,Male,47,Bachelors,sourcing,7
52721,Female,31,Bachelors,sourcing,2
72005,Male,46,Masters & above,sourcing,19
26143,Female,28,Bachelors,sourcing,2
23775,Male,29,Bachelors,other,3
33988,Male,31,Bachelors,sourcing,6
25086,Female,31,Masters & above,other,6
73281,Male,40,Masters & above,other,10
6192,Male,31,Bachelors,other,4
45989,Male,29,Bachelors,sourcing,1
19948,Male,40,Masters & above,other,2
70438,Male,24,Below Secondary,other,1
22491,Male,41,Bachelors,sourcing,8
13899,Male,31,Bachelors,sourcing,8
13615,Female,29,Bachelors,other,2
28159,Female,33,Bachelors,other,6
53692,Male,36,Masters & above,sourcing,9
72254,Male,32,Bachelors,sourcing,6
36061,Male,33,Bachelors,other,10
27296,Female,38,Bachelors,other,9
72464,Male,32,Bachelors,other,7
72248,Male,32,Masters & above,sourcing,6
70612,Male,37,Masters & above,other,3
71837,Male,36,Bachelors,other,5
35071,Female,31,Bachelors,sourcing,1
5424,Female,35,Masters & above,sourcing,2
23184,Male,39,Bachelors,other,5
10459,Male,40,Bachelors,other,7
60714,Male,30,Bachelors,other,3
26153,Male,32,Bachelors,sourcing,7
31579,Female,41,Masters & above,sourcing,8
54165,Female,28,Bachelors,sourcing,1
72097,Female,23,Bachelors,other,1
3492,Male,37,Masters & above,other,4
23901,Male,26,Bachelors,other,2
37520,Male,37,Bachelors,sourcing,8
33451,Male,29,Bachelors,other,4
62444,Male,34,Bachelors,sourcing,8
44490,Male,34,Bachelors,sourcing,4
72831,Female,30,Bachelors,other,2
70808,Male,41,Masters & above,other,7
73234,Male,28,Bachelors,other,1
39684,Male,39,Masters & above,other,8
35937,Male,27,Bachelors,sourcing,2
51261,Female,32,Masters & above,other,5
29489,Male,37,Bachelors,sourcing,2
63300,Male,32,Bachelors,sourcing,9
74386,Male,36,Masters & above,other,2
5093,Male,30,Bachelors,other,6
12763,Male,31,Bachelors,other,2
57917,Female,34,Bachelors,other,4
21236,Male,26,Bachelors,sourcing,2
4488,Male,25,Below Secondary,other,2
38292,Male,43,Masters & above,other,4
40386,Female,27,Bachelors,other,4
44099,Male,26,Bachelors,other,4
7118,Male,44,Masters & above,other,11
470,Male,29,Bachelors,other,1
71896,Male,29,Bachelors,sourcing,2
62437,Female,37,Bachelors,other,5
1056,Male,39,Bachelors,other,10
49150,Male,36,Masters & above,other,4
54259,Male,32,Bachelors,other,3
41865,Female,39,Bachelors,sourcing,4
14169,Male,34,Masters & above,sourcing,4
24479,Male,23,Bachelors,sourcing,2
29106,Male,27,Bachelors,sourcing,1
40233,Female,38,Masters & above,other,9
61880,Female,36,Masters & above,other,2
730,Male,43,Masters & above,other,15
63289,Male,40,Masters & above,sourcing,5
1238,Male,24,Bachelors,sourcing,1
29165,Male,33,Bachelors,sourcing,5
1688,Female,44,Bachelors,other,12
5368,Male,47,Bachelors,other,15
13693,Female,41,Bachelors,other,4
12058,Female,27,Bachelors,other,3
39064,Male,28,Bachelors,other,4
18865,Female,33,Masters & above,other,3
18638,Male,24,Bachelors,other,1
24336,Male,43,Masters & above,other,15
56842,Male,35,Bachelors,other,5
74503,Male,22,Bachelors,other,1
46474,Male,34,Bachelors,other,10
77771,Male,37,Masters & above,other,2
77836,Male,37,Bachelors,other,3
22811,Male,24,Bachelors,other,1
